949,20001	2439,8999
946,09998	2439,2
945,59998	2440,8
941	2442,6001
940,5	2442,3
938,79999	2442,8
938,90002	2445,3999
937,79999	2445,8
937,59998	2447
937,70001	2447,1001
939,09998	2446,3999
940,70001	2448,3
940,70001	2448,8
940,90002	2450,1001
942,70001	2449,8
943,5	2449,8
943,79999	2450
944,70001	2454,8
944,79999	2455,6001
945,09998	2458,3999
946,59998	2460,3999
946,09998	2461,3
945,90002	2462,7
946,79999	2462,8999
947,09998	2462,6001
948,29999	2463,3999
948,79999	2462,8999
949,09998	2462,3
948,40002	2462,2
948,59998	2460,3
949,59998	2459,3999
949,79999	2457,6001
950,29999	2456,3999
950,40002	2455,8
953,09998	2455,8999
953,79999	2456,1001
955,09998	2455,3
956,59998	2453,3
958,40002	2454,2
962,70001	2452,8999
962,79999	2452,1001
962,90002	2451,1001
965,09998	2449,8999
965	2447,6001
963,90002	2447,3999
962,90002	2447
963,09998	2446,3
962,40002	2445,1001
963,09998	2444,1001
963,09998	2443,8999
963,5	2442,3999
963,59998	2441,1001
963,90002	2439,8
964,90002	2439,6001
965,09998	2438,8
965	2433,8999
963,79999	2433,1001
963,40002	2433,2
962,5	2433,8999
961,59998	2433,3999
960,90002	2434,7
961,59998	2435,6001
961,29999	2436,1001
960,29999	2435,6001
959,59998	2436,8
958,5	2436,6001
958,70001	2436
958,40002	2435,7
957,29999	2436,3
956,5	2437,8999
955,90002	2438,6001
954,79999	2437,8
953,29999	2438
952,70001	2437,1001
953,29999	2435,6001
952,09998	2434,8999
951,59998	2433,8999
951,79999	2433
951,29999	2432,8
950,20001	2432,6001
948,59998	2431,3
947,5	2432,5
949	2433,6001
948,90002	2434,1001
946,20001	2434,3
945,90002	2434,8
946,09998	2436,8
946,29999	2437,8999
948,09998	2438
949,20001	2438,2
949,20001	2439,8999
