10263	12053
10336	12027
10320	11896
10341	11796
10431	11796
10505	11822
10609	11785
10750	11708
10856	11639
10987	11559
11308	11540
11355	11607
11260	11660
11302	11729
11417	11769
11507	11734
11616	11681
11696	11702
11706	11734
11759	11743
11863	11775
11922	11769
11985	11769
12100	11769
12147	11748
12251	11759
12315	11743
12357	11743
12389	11796
12437	11828
12477	11896
12467	11933
12442	11953
12442	12032
12472	12090
12514	12157
12541	12258
12572	12337
12504	12420
12452	12547
12389	12662
12514	12646
12504	12752
12504	12824
12461	12946
12514	12956
12546	13023
12567	13071
12594	13145
12615	13150
12673	13265
12662	13380
12599	13417
12461	13523
12352	13595
12315	13695
12315	13815
12294	13911
12257	13974
12190	13921
12142	13884
12063	13874
11953	13847
11874	13847
11826	13921
11759	13895
11706	13868
11606	13937
11586	13884
11539	13821
11481	13778
11355	13900
11292	13805
11297	13722
11244	13669
11202	13621
11092	13590
11013	13632
11013	13568
11008	13507
10941	13459
10877	13427
10835	13396
10777	13449
10756	13507
10715	13501
10625	13470
10588	13433
10625	13374
10689	13276
10588	13265
10556	13292
10495	13307
10436	13249
10352	13244
10285	13202
10248	13156
10263	13066
10221	12965
10195	12840
10173	12757
10211	12704
10158	12577
10105	12463
10080	12343
10094	12253
10142	12149
10221	12043
10263	12053
